timestamp,region,market,name,retailer,balancing_price_sell,balancing_price_buy,balancing_quantity_sell,balancing_quantity_buy
1616599800,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616600700,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616601600,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616602500,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616603400,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616604300,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616605200,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616606100,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616607000,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616607900,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616608800,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616609700,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616610600,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616611500,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616612400,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616613300,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616614200,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616615100,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616616000,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616616900,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616617800,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616618700,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616619600,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616620500,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616621400,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616622300,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616623200,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616624100,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616625000,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
1616625900,example_small,lem,continuous,retailer,0.1,0.1,1000000.0,1000000.0
